"","OTUID","Warming","Control","delta.eaf","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"254","OTU_333",0.34057913488219,0,0.34057913488219,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio sp. FSS-1"
"255","OTU_335",0.523809864366527,0.141615903659322,0.382193960707205,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"256","OTU_3357",0.331840749682582,0.191510663711273,0.140330085971308,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Richelia","Richelia intracellularis"
"257","OTU_3368",0.201302364319908,0,0.201302364319908,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylocella","Methylocella silvestris"
"258","OTU_3373",0,0.127020216368536,-0.127020216368536,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp."
"259","OTU_339",0.50701725993597,0,0.50701725993597,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Chroococcales","Aphanothecaceae","Gloeothece","Gloeothece tepidariorum"
"260","OTU_33988",0.365723099204136,0,0.365723099204136,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"261","OTU_341",0.250639608370224,0,0.250639608370224,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia fungorum"
"262","OTU_3416",0.544291134353701,0,0.544291134353701,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Halotia","Halotia wernerae"
"263","OTU_3430",0.239706828200751,0,0.239706828200751,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Azonexaceae","Azonexus","Azonexus fungiphilus"
"264","OTU_34322",0.311706633999029,0.143815764224148,0.167890869774881,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia cepacia complex"
"265","OTU_3494",0.499186149307703,0.165881617704768,0.333304531602935,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Halotia","Halotia wernerae"
"266","OTU_3507",0.245986879645412,0,0.245986879645412,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"267","OTU_35567",0.266713617110272,0,0.266713617110272,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Cellulosilyticum","Cellulosilyticum sp. WCF-2"
"268","OTU_358",0.173628795543646,0,0.173628795543646,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"269","OTU_35827",0.33450225277256,0.199079392318306,0.135422860454255,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia sp. RAU2l"
"270","OTU_36",0.243022657029212,0,0.243022657029212,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia fungorum"
"271","OTU_36093",0.251017478670672,0,0.251017478670672,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"272","OTU_361",0.269163228777961,0,0.269163228777961,"Bacteria","Firmicutes","unknown Firmicutes","unknown Firmicutes","unknown Firmicutes","unknown Firmicutes","Firmicutes bacterium R50"
"273","OTU_3610",0.315928911668401,0,0.315928911668401,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp."
"274","OTU_3615",0.238819399707196,0,0.238819399707196,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"275","OTU_362",0,0.175259271910553,-0.175259271910553,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Tolypothrichaceae","Tolypothrix","Tolypothrix sp. NIES-4075"
"276","OTU_36216",0.303036403345734,0.259684953446409,0.043351449899325,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium huakuii"
"277","OTU_363",0.141377050788821,0,0.141377050788821,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium","Rhizomicrobium electricum"
"278","OTU_3632",0.24618085415507,0,0.24618085415507,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","Azospirillum zeae"
"279","OTU_3633",0.531912181705894,0.301767023878431,0.230145157827463,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. NIES-2100"
"280","OTU_3636",0.303103565859985,0,0.303103565859985,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","Azospirillum zeae"
"281","OTU_3652",0.290711748561418,0,0.290711748561418,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Defluviicoccus","Defluviicoccus sp."
"282","OTU_3661",0.568844566787443,0,0.568844566787443,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"283","OTU_3672",0,0.178390789999664,-0.178390789999664,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"284","OTU_3686",0.37635793347841,0,0.37635793347841,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia fungorum"
"285","OTU_3688",0.212723174184512,0,0.212723174184512,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","unknown Oscillatoriales","Microseira","Microseira wollei"
"286","OTU_3737",0.272388802163202,0,0.272388802163202,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium leguminosarum"
"287","OTU_3757",0.333647634077011,0,0.333647634077011,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes roseus"
"288","OTU_38",0.227765601309022,0,0.227765601309022,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp."
"289","OTU_382",0.301542696119419,0,0.301542696119419,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","unknown Oscillatoriales","Microseira","Microseira wollei"
"290","OTU_386",0.371373158945105,0,0.371373158945105,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter capsulatus"
"291","OTU_3874",0.11661448454929,0,0.11661448454929,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"292","OTU_3883",0.238273362457805,0,0.238273362457805,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. ISA0203"
"293","OTU_39",0.352994325733181,0.186854748965809,0.166139576767373,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium opportunistum"
"294","OTU_391",0.299974290746328,0,0.299974290746328,"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. CCBAU 10866"
"295","OTU_392",0.244648456622528,0,0.244648456622528,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. Z15"
"296","OTU_394",0.251625655956415,0,0.251625655956415,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia fungorum"
"297","OTU_398",0.114117664486395,0,0.114117664486395,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"298","OTU_399",0.235465229250726,0,0.235465229250726,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Consotaella","Consotaella salsifontis"
"299","OTU_4",0.455151865420328,0.177675625815376,0.277476239604952,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. NIES-2100"
"300","OTU_40",0.239573037520985,0,0.239573037520985,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","unknown Bradyrhizobium"
"301","OTU_402",0.238598455697023,0,0.238598455697023,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"302","OTU_4027",0,0.208928090987841,-0.208928090987841,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"303","OTU_404",0.312043492758783,0.249752897728727,0.0622905950300564,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"304","OTU_4057",0.317832509928083,0,0.317832509928083,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"305","OTU_406",0.231306593941306,0,0.231306593941306,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","unknown Oscillatoriales","Microseira","Microseira wollei"
"306","OTU_408",0.204210192157744,0,0.204210192157744,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. DASA 68056"
"307","OTU_41",0.267008382385296,0,0.267008382385296,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia cepacia complex"
"308","OTU_4118",0.190373090978996,0,0.190373090978996,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus spiritus"
"309","OTU_413",0.364892043161628,0,0.364892043161628,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia fungorum"
"310","OTU_4164",0.446634592052156,0.185639091582077,0.260995500470079,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"311","OTU_4178",0.247516773773021,0,0.247516773773021,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Blastochloridaceae","Blastochloris","Blastochloris sulfoviridis"
"312","OTU_42",0.356918049162586,0.199306948780913,0.157611100381674,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"313","OTU_424",0.658890502305128,0,0.658890502305128,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"314","OTU_427",0.133953550742886,0,0.133953550742886,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. P3-24"
"315","OTU_43",0.526562122103731,0,0.526562122103731,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"316","OTU_430",0.244704731177201,0.13371534750595,0.110989383671251,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","Azospirillum fermentarium"
"317","OTU_4300",0.28524745417094,0,0.28524745417094,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodopila","Rhodopila globiformis"
"318","OTU_4306",0.41442148543545,0,0.41442148543545,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp."
"319","OTU_431",0.209808415670374,0,0.209808415670374,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Richelia","Richelia intracellularis"
"320","OTU_432",0,0.360950469347413,-0.360950469347413,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"321","OTU_43697",0.174681832963761,0,0.174681832963761,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp."
"322","OTU_4382",0.457566180154258,0,0.457566180154258,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sangaii"
"323","OTU_442",0.258376451426774,0,0.258376451426774,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"324","OTU_44246",0.233063709091046,0,0.233063709091046,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium leguminosarum"
"325","OTU_444",0.592353042729563,0,0.592353042729563,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"326","OTU_445",0.219916697473477,0,0.219916697473477,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia unamae"
"327","OTU_4468",0,0.230824777305964,-0.230824777305964,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"328","OTU_450",0,0.282872380306589,-0.282872380306589,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Chroococcales","Aphanothecaceae","Gloeothece","Gloeothece tepidariorum"
"329","OTU_4519",0.230570295890236,0,0.230570295890236,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"330","OTU_453",0.263987945290849,0,0.263987945290849,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. SEMIA 6014"
"331","OTU_4556",0.503792718332644,0.146455747881274,0.35733697045137,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"332","OTU_456",0.291140847122801,0,0.291140847122801,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","unknown Mesorhizobium"
"333","OTU_460",0.234261944522895,0,0.234261944522895,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"334","OTU_461",0.357977530759411,0,0.357977530759411,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum","Rhodovulum sp. PH10"
"335","OTU_463",0.154627409605157,0,0.154627409605157,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiohalocapsa","Thiohalocapsa sp. PB-PSB1"
"336","OTU_469",0.376463681793045,0,0.376463681793045,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","Oscillatoriaceae","Oscillatoria","Oscillatoria sp. MMG-2"
"337","OTU_47",0.525039617760669,0,0.525039617760669,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"338","OTU_48",0.265197883044144,0,0.265197883044144,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum","Magnetospirillum sp."
"339","OTU_481",0.498636425152114,0.320384750268806,0.178251674883308,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Cylindrospermum","Cylindrospermum muscicola"
"340","OTU_482",0.295042454475373,0,0.295042454475373,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium japonicum"
"341","OTU_486",0.281300385274823,0,0.281300385274823,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","unknown Oscillatoriales","Microseira","Microseira wollei"
"342","OTU_488",0,0.162737000790696,-0.162737000790696,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya sp. CENA350"
"343","OTU_492",0.20922208272933,0,0.20922208272933,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp."
"344","OTU_49431",0.170003846917852,0,0.170003846917852,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","Oscillatoriaceae","Oscillatoria","Oscillatoria sp. MMG-2"
"345","OTU_4969",0.133927939248879,0,0.133927939248879,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"346","OTU_498",0.146242634257465,0,0.146242634257465,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Thioalkalispiraceae","Thioalkalispira","Thioalkalispira microaerophila"
"347","OTU_4986",0.356884266594137,0,0.356884266594137,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"348","OTU_50",0.246517228674304,0,0.246517228674304,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium elkanii"
"349","OTU_500",0.214184759899785,0,0.214184759899785,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium waimense"
"350","OTU_501",0.249412962273726,0.12915968748436,0.120253274789366,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","unknown Bradyrhizobium"
"351","OTU_502",0.565625159803563,0.201862385273269,0.363762774530295,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. NIES-2100"
"352","OTU_504",0.334795891768956,0,0.334795891768956,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus spiritus"
"353","OTU_507",0.477506625781495,0.200158504059011,0.277348121722484,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. UAM 362"
"354","OTU_51",0.305945904700239,0,0.305945904700239,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia sp. enrichment culture clone CACua-88"
"355","OTU_513",0.294397577398854,0,0.294397577398854,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium tarimense"
"356","OTU_51507",0.448190659970961,0,0.448190659970961,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Halotia","Halotia wernerae"
"357","OTU_5158",0.47782523432621,0,0.47782523432621,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. UAM 362"
"358","OTU_520",0.326313079536315,0.206407176194109,0.119905903342206,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodomicrobium","Rhodomicrobium vannielii"
"359","OTU_5234",0.540309070752362,0,0.540309070752362,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodovastum","Rhodovastum atsumiense"
"360","OTU_52467",0.386704417578561,0,0.386704417578561,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"361","OTU_5255",0.324659234054898,0,0.324659234054898,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"362","OTU_526",0.224343135528486,0,0.224343135528486,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia sp. MM5384-R2"
"363","OTU_5294",0.228923098535368,0,0.228923098535368,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Allochromatium","Allochromatium vinosum"
"364","OTU_53",0,0.106017247026857,-0.106017247026857,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. UAM 362"
"365","OTU_5317",0.355369313339163,0.215762117407638,0.139607195931525,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas azotifigens"
"366","OTU_533",0,0.210860641057182,-0.210860641057182,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Dendronalium","Dendronalium phyllosphericum"
"367","OTU_5355",0.186829731912847,0,0.186829731912847,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp."
"368","OTU_5374",0.471762559269613,0.1630512344345,0.308711324835113,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"369","OTU_54",0.24979739399298,0,0.24979739399298,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia sp. RAU2l"
"370","OTU_542",0.290097184213373,0.121825224544175,0.168271959669198,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Aphanizomenonaceae","Anabaenopsis","Anabaenopsis sp. NRE1"
"371","OTU_5433",0.293867568096722,0,0.293867568096722,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Paludibacterium","Paludibacterium yongneupense"
"372","OTU_5461",0.239443322626513,0.156648993057669,0.0827943295688444,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum","Magnetospirillum sp."
"373","OTU_5498",0.239776711367847,0,0.239776711367847,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"374","OTU_55",0.23564372672892,0,0.23564372672892,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. PCC 7507"
"375","OTU_551",0.29098884379628,0.127185259572787,0.163803584223493,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylocapsa","Methylocapsa palsarum"
"376","OTU_5517",0.360805996528081,0,0.360805996528081,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp."
"377","OTU_5532",0.247884411083284,0,0.247884411083284,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium elkanii"
"378","OTU_557",0,0.192371577095317,-0.192371577095317,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","unknown Mesorhizobium"
"379","OTU_55726",0.274436596295341,0,0.274436596295341,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"380","OTU_5596",0.269036765724719,0,0.269036765724719,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Blastochloridaceae","Blastochloris","Blastochloris sulfoviridis"
